id,period,model,rule,piq,y,irate,rrate,pi
130,95,"US_ACELm","Taylor",9.99e-19,-3.58e-18,-6.50e-20,-9.73e-19,1.15e-18
130,96,"US_ACELm","Taylor",9.08e-19,-3.44e-18,-1.44e-19,-9.66e-19,1.05e-18
130,97,"US_ACELm","Taylor",8.22e-19,-3.30e-18,-2.17e-19,-9.59e-19,9.56e-19
130,98,"US_ACELm","Taylor",7.42e-19,-3.17e-18,-2.85e-19,-9.51e-19,8.67e-19
130,99,"US_ACELm","Taylor",6.66e-19,-3.05e-18,-3.48e-19,0,7.84e-19
131,1,"US_AJ16","Growth",.2115593,.3390222,-.9377885,-1.170746,.0528898
131,2,"US_AJ16","Growth",.2329575,.4685025,-.6031051,-.8094914,.1111292
131,3,"US_AJ16","Growth",.2063863,.4780252,-.3315535,-.5005613,.1627257
131,4,"US_AJ16","Growth",.1690077,.4292688,-.1181399,-.250564,.2049777
131,5,"US_AJ16","Growth",.1324241,.360316,-.0164955,-.1168685,.1851939
131,6,"US_AJ16","Growth",.100373,.2897129,.0222976,-.0514067,.1520478
131,7,"US_AJ16","Growth",.0737042,.2255755,.0297459,-.022391,.1188773
131,8,"US_AJ16","Growth",.0521369,.1705801,.0235957,-.0114024,.0896596
131,9,"US_AJ16","Growth",.0349981,.1250067,.0127718,-.0087664,.0653031
131,10,"US_AJ16","Growth",.0215382,.0880096,.0014638,-.0096021,.0455944
131,11,"US_AJ16","Growth",.0110659,.0584647,-.0085654,-.0115554,.0299348
131,12,"US_AJ16","Growth",.00299,.0351662,-.0167328,-.0135594,.0176481
131,13,"US_AJ16","Growth",-.0031734,.0170626,-.0230032,-.0151899,.0081052
131,14,"US_AJ16","Growth",-.0078133,.0032085,-.0275648,-.0163265,.0007673
131,15,"US_AJ16","Growth",-.0112383,-.0071601,-.03068,-.0169867,-.0048087
131,16,"US_AJ16","Growth",-.0136932,-.0147053,-.0326112,-.0172389,-.0089796
131,17,"US_AJ16","Growth",-.0153723,-.0199532,-.0335964,-.0171656,-.0120293
131,18,"US_AJ16","Growth",-.0164308,-.0233589,-.0338371,-.0168439,-.0141836
131,19,"US_AJ16","Growth",-.0169932,-.0252843,-.0335017,-.0163408,-.0156224
131,20,"US_AJ16","Growth",-.0171609,-.0260447,-.0327272,-.0157105,-.0164893
131,21,"US_AJ16","Growth",-.0170167,-.025892,-.0316254,-.0149964,-.0169004
131,22,"US_AJ16","Growth",-.016629,-.0250462,-.0302862,-.0142318,-.01695
131,23,"US_AJ16","Growth",-.0160544,-.0236833,-.0287828,-.0134424,-.0167153
131,24,"US_AJ16","Growth",-.0153403,-.0219566,-.0271736,-.0126473,-.0162601
131,25,"US_AJ16","Growth",-.0145263,-.0199874,-.0255062,-.0118608,-.0156375
131,26,"US_AJ16","Growth",-.0136454,-.0178803,-.0238183,-.0110932,-.0148916
131,27,"US_AJ16","Growth",-.0127251,-.0157164,-.0221401,-.0103518,-.0140593
131,28,"US_AJ16","Growth",-.0117883,-.013564,-.0204952,-.0096416,-.0131713
131,29,"US_AJ16","Growth",-.0108536,-.0114737,-.0189021,-.008966,-.0122531
131,30,"US_AJ16","Growth",-.0099361,-.0094868,-.0173746,-.0083267,-.0113258
131,31,"US_AJ16","Growth",-.0090479,-.0076312,-.0159227,-.0077246,-.0104065
131,32,"US_AJ16","Growth",-.0081981,-.0059281,-.0145534,-.0071597,-.0095089
131,33,"US_AJ16","Growth",-.0073937,-.0043892,-.013271,-.0066315,-.008644
131,34,"US_AJ16","Growth",-.0066395,-.0030212,-.0120774,-.006139,-.0078198
131,35,"US_AJ16","Growth",-.0059384,-.0018244,-.0109732,-.0056809,-.0070424
131,36,"US_AJ16","Growth",-.0052922,-.0007959,-.0099568,-.0052557,-.006316
131,37,"US_AJ16","Growth",-.0047011,.0000714,-.0090261,-.0048617,-.0056428
131,38,"US_AJ16","Growth",-.0041644,.0007865,-.0081776,-.0044972,-.005024
131,39,"US_AJ16","Growth",-.0036804,.0013607,-.0074074,-.0041603,-.0044595
131,40,"US_AJ16","Growth",-.0032471,.001806,-.0067109,-.0038493,-.0039482
131,41,"US_AJ16","Growth",-.0028616,.0021357,-.0060833,-.0035624,-.0034884
131,42,"US_AJ16","Growth",-.0025209,.0023628,-.0055195,-.0032978,-.0030775
131,43,"US_AJ16","Growth",-.0022217,.0025007,-.0050144,-.003054,-.0027128
131,44,"US_AJ16","Growth",-.0019605,.002562,-.004563,-.0028292,-.0023912
131,45,"US_AJ16","Growth",-.0017338,.0025591,-.0041603,-.0026221,-.0021092
131,46,"US_AJ16","Growth",-.0015382,.0025034,-.0038015,-.0024311,-.0018635
131,47,"US_AJ16","Growth",-.0013703,.0024055,-.003482,-.002255,-.0016507
131,48,"US_AJ16","Growth",-.001227,.0022749,-.0031976,-.0020926,-.0014673
131,49,"US_AJ16","Growth",-.0011051,.0021204,-.0029444,-.0019426,-.0013101
131,50,"US_AJ16","Growth",-.0010017,.0019494,-.0027186,-.0018041,-.001176
131,51,"US_AJ16","Growth",-.0009144,.0017686,-.0025168,-.0016761,-.0010621
131,52,"US_AJ16","Growth",-.0008407,.0015835,-.0023361,-.0015576,-.0009655
131,53,"US_AJ16","Growth",-.0007785,.001399,-.0021737,-.0014479,-.0008838
131,54,"US_AJ16","Growth",-.0007257,.0012189,-.0020271,-.0013463,-.0008148
131,55,"US_AJ16","Growth",-.0006809,.0010462,-.0018943,-.001252,-.0007564
131,56,"US_AJ16","Growth",-.0006423,.0008832,-.0017733,-.0011645,-.0007068
131,57,"US_AJ16","Growth",-.0006089,.0007318,-.0016626,-.0010832,-.0006644
131,58,"US_AJ16","Growth",-.0005794,.000593,-.0015606,-.0010076,-.0006279
131,59,"US_AJ16","Growth",-.000553,.0004676,-.0014662,-.0009373,-.0005959
131,60,"US_AJ16","Growth",-.000529,.0003557,-.0013785,-.0008718,-.0005676
131,61,"US_AJ16","Growth",-.0005067,.0002574,-.0012964,-.0008108,-.000542
131,62,"US_AJ16","Growth",-.0004856,.0001722,-.0012194,-.000754,-.0005186
131,63,"US_AJ16","Growth",-.0004654,.0000996,-.0011468,-.000701,-.0004966
131,64,"US_AJ16","Growth",-.0004457,.0000388,-.0010781,-.0006517,-.0004758
131,65,"US_AJ16","Growth",-.0004265,-.000011,-.0010131,-.0006056,-.0004558
131,66,"US_AJ16","Growth",-.0004075,-.0000509,-.0009513,-.0005627,-.0004363
131,67,"US_AJ16","Growth",-.0003886,-.0000817,-.0008925,-.0005226,-.0004171
131,68,"US_AJ16","Growth",-.0003699,-.0001045,-.0008366,-.0004853,-.0003981
131,69,"US_AJ16","Growth",-.0003513,-.0001203,-.0007833,-.0004504,-.0003793
131,70,"US_AJ16","Growth",-.0003329,-.00013,-.0007327,-.000418,-.0003607
131,71,"US_AJ16","Growth",-.0003147,-.0001347,-.0006845,-.0003877,-.0003422
131,72,"US_AJ16","Growth",-.0002967,-.0001351,-.0006386,-.0003595,-.0003239
131,73,"US_AJ16","Growth",-.0002791,-.000132,-.0005951,-.0003333,-.0003059
131,74,"US_AJ16","Growth",-.0002618,-.0001262,-.0005539,-.0003089,-.0002881
131,75,"US_AJ16","Growth",-.000245,-.0001184,-.0005149,-.0002862,-.0002707
131,76,"US_AJ16","Growth",-.0002288,-.000109,-.0004781,-.000265,-.0002537
131,77,"US_AJ16","Growth",-.000213,-.0000987,-.0004433,-.0002454,-.0002372
131,78,"US_AJ16","Growth",-.0001979,-.0000878,-.0004106,-.0002272,-.0002212
131,79,"US_AJ16","Growth",-.0001835,-.0000768,-.00038,-.0002102,-.0002058
131,80,"US_AJ16","Growth",-.0001697,-.0000658,-.0003512,-.0001945,-.000191
131,81,"US_AJ16","Growth",-.0001567,-.0000552,-.0003243,-.00018,-.000177
131,82,"US_AJ16","Growth",-.0001444,-.0000451,-.0002992,-.0001665,-.0001636
131,83,"US_AJ16","Growth",-.0001328,-.0000357,-.0002759,-.000154,-.0001509
131,84,"US_AJ16","Growth",-.0001219,-.0000271,-.0002542,-.0001424,-.0001389
131,85,"US_AJ16","Growth",-.0001118,-.0000193,-.000234,-.0001317,-.0001277
131,86,"US_AJ16","Growth",-.0001024,-.0000123,-.0002154,-.0001218,-.0001172
131,87,"US_AJ16","Growth",-.0000936,-6.27e-06,-.0001981,-.0001125,-.0001074
131,88,"US_AJ16","Growth",-.0000856,-1.08e-06,-.0001822,-.0001041,-.0000983
131,89,"US_AJ16","Growth",-.0000781,3.29e-06,-.0001676,-.0000963,-.0000899
131,90,"US_AJ16","Growth",-.0000713,6.89e-06,-.0001541,-.000089,-.0000822
131,91,"US_AJ16","Growth",-.0000651,9.75e-06,-.0001417,-.0000823,-.000075
131,92,"US_AJ16","Growth",-.0000594,.000012,-.0001303,-.0000761,-.0000685
131,93,"US_AJ16","Growth",-.0000542,.0000136,-.0001199,-.0000704,-.0000625
131,94,"US_AJ16","Growth",-.0000495,.0000146,-.0001103,-.0000651,-.000057
131,95,"US_AJ16","Growth",-.0000452,.0000153,-.0001016,-.0000603,-.0000521
131,96,"US_AJ16","Growth",-.0000413,.0000155,-.0000936,-.0000558,-.0000475
131,97,"US_AJ16","Growth",-.0000378,.0000154,-.0000862,-.0000516,-.0000434
131,98,"US_AJ16","Growth",-.0000346,.000015,-.0000795,-.0000478,-.0000397
131,99,"US_AJ16","Growth",-.0000317,.0000144,-.0000734,0,-.0000364
132,1,"US_AJ16","Inertial_Taylor",.1122078,.2839256,-.9539898,-1.070435,.0280519
132,2,"US_AJ16","Inertial_Taylor",.1164456,.3811753,-.6464092,-.7386732,.0571633
132,3,"US_AJ16","Inertial_Taylor",.092264,.3725751,-.408149,-.4713552,.0802293
132,4,"US_AJ16","Inertial_Taylor",.0632062,.3133269,-.2309343,-.2684354,.0960309
132,5,"US_AJ16","Inertial_Taylor",.0375011,.2382747,-.1144086,-.1321821,.0773542
132,6,"US_AJ16","Inertial_Taylor",.0177735,.1665523,-.0452301,-.0493998,.0526862
132,7,"US_AJ16","Inertial_Taylor",.0041697,.1069516,-.0090551,-.0048067,.0306626
132,8,"US_AJ16","Inertial_Taylor",-.0042484,.061827,.0061116,.0148717,.013799
132,9,"US_AJ16","Inertial_Taylor",-.0087601,.0302173,.0091985,.0198017,.0022337
132,10,"US_AJ16","Inertial_Taylor",-.0106032,.00962,.0062787,.0170775,-.0048605
132,11,"US_AJ16","Inertial_Taylor",-.0107988,-.0027396,.0011406,.011246,-.0086026
132,12,"US_AJ16","Inertial_Taylor",-.0101054,-.0094218,-.0040973,.0049382,-.0100669
132,13,"US_AJ16","Inertial_Taylor",-.0090356,-.0124384,-.0084287,-.0005246,-.0101357
132,14,"US_AJ16","Inertial_Taylor",-.0079041,-.0132921,-.0115309,-.0046511,-.009461
132,15,"US_AJ16","Inertial_Taylor",-.0068798,-.0129754,-.0134505,-.0074159,-.0084812
132,16,"US_AJ16","Inertial_Taylor",-.0060347,-.0121301,-.014403,-.0090219,-.0074635
132,17,"US_AJ16","Inertial_Taylor",-.0053811,-.0111067,-.0146468,-.0097466,-.0065499
132,18,"US_AJ16","Inertial_Taylor",-.0049002,-.0100953,-.0144216,-.0098626,-.0057989
132,19,"US_AJ16","Inertial_Taylor",-.004559,-.0091623,-.0139185,-.0095958,-.0052188
132,20,"US_AJ16","Inertial_Taylor",-.0043227,-.0083282,-.0132764,-.0091172,-.0047908
132,21,"US_AJ16","Inertial_Taylor",-.0041592,-.0075755,-.0125863,-.0085434,-.0044853
132,22,"US_AJ16","Inertial_Taylor",-.0040428,-.0068877,-.0119023,-.0079486,-.0042709
132,23,"US_AJ16","Inertial_Taylor",-.0039537,-.0062421,-.0112518,-.007374,-.0041196
132,24,"US_AJ16","Inertial_Taylor",-.0038778,-.005628,-.0106455,-.0068398,-.0040084
132,25,"US_AJ16","Inertial_Taylor",-.0038057,-.0050351,-.0100835,-.0063521,-.00392
132,26,"US_AJ16","Inertial_Taylor",-.0037314,-.0044633,-.0095613,-.0059099,-.0038421
132,27,"US_AJ16","Inertial_Taylor",-.0036515,-.0039116,-.0090724,-.0055081,-.0037666
132,28,"US_AJ16","Inertial_Taylor",-.0035643,-.0033849,-.0086105,-.0051412,-.0036882
132,29,"US_AJ16","Inertial_Taylor",-.0034693,-.0028858,-.0081702,-.0048035,-.0036041
132,30,"US_AJ16","Inertial_Taylor",-.0033666,-.0024193,-.0077474,-.0044905,-.0035129
132,31,"US_AJ16","Inertial_Taylor",-.0032569,-.0019875,-.0073393,-.0041984,-.0034143
132,32,"US_AJ16","Inertial_Taylor",-.0031409,-.0015935,-.0069443,-.0039246,-.0033084
132,33,"US_AJ16","Inertial_Taylor",-.0030198,-.0012377,-.0065615,-.003667,-.0031961
132,34,"US_AJ16","Inertial_Taylor",-.0028944,-.000921,-.0061905,-.0034245,-.003078
132,35,"US_AJ16","Inertial_Taylor",-.002766,-.0006422,-.0058314,-.0031959,-.0029553
132,36,"US_AJ16","Inertial_Taylor",-.0026355,-.0004004,-.0054844,-.0029805,-.0028289
132,37,"US_AJ16","Inertial_Taylor",-.0025039,-.0001932,-.0051499,-.0027778,-.0026999
132,38,"US_AJ16","Inertial_Taylor",-.0023722,-.0000187,-.0048283,-.0025871,-.0025694
132,39,"US_AJ16","Inertial_Taylor",-.0022413,.0001259,-.0045198,-.0024079,-.0024382
132,40,"US_AJ16","Inertial_Taylor",-.0021119,.0002431,-.0042247,-.0022398,-.0023073
132,41,"US_AJ16","Inertial_Taylor",-.0019849,.0003358,-.0039431,-.0020823,-.0021776
132,42,"US_AJ16","Inertial_Taylor",-.0018609,.0004066,-.0036752,-.0019348,-.0020497
132,43,"US_AJ16","Inertial_Taylor",-.0017404,.0004582,-.0034208,-.0017968,-.0019245
132,44,"US_AJ16","Inertial_Taylor",-.001624,.000493,-.0031799,-.001668,-.0018025
132,45,"US_AJ16","Inertial_Taylor",-.001512,.0005134,-.0029524,-.0015477,-.0016843
132,46,"US_AJ16","Inertial_Taylor",-.0014047,.0005217,-.0027379,-.0014355,-.0015703
132,47,"US_AJ16","Inertial_Taylor",-.0013024,.00052,-.0025362,-.001331,-.0014608
132,48,"US_AJ16","Inertial_Taylor",-.0012053,.0005099,-.002347,-.0012336,-.0013561
132,49,"US_AJ16","Inertial_Taylor",-.0011134,.0004932,-.0021697,-.001143,-.0012564
132,50,"US_AJ16","Inertial_Taylor",-.0010267,.0004714,-.0020041,-.0010588,-.0011619
132,51,"US_AJ16","Inertial_Taylor",-.0009453,.0004457,-.0018496,-.0009805,-.0010727
132,52,"US_AJ16","Inertial_Taylor",-.0008691,.0004173,-.0017058,-.0009078,-.0009886
132,53,"US_AJ16","Inertial_Taylor",-.000798,.0003872,-.0015721,-.0008403,-.0009098
132,54,"US_AJ16","Inertial_Taylor",-.0007318,.0003562,-.0014481,-.0007777,-.0008361
132,55,"US_AJ16","Inertial_Taylor",-.0006704,.000325,-.0013332,-.0007197,-.0007673
132,56,"US_AJ16","Inertial_Taylor",-.0006135,.0002942,-.0012269,-.0006658,-.0007034
132,57,"US_AJ16","Inertial_Taylor",-.000561,.0002642,-.0011287,-.000616,-.0006442
132,58,"US_AJ16","Inertial_Taylor",-.0005127,.0002354,-.0010381,-.0005698,-.0005894
132,59,"US_AJ16","Inertial_Taylor",-.0004683,.0002081,-.0009547,-.0005271,-.0005389
132,60,"US_AJ16","Inertial_Taylor",-.0004276,.0001825,-.0008778,-.0004876,-.0004924
132,61,"US_AJ16","Inertial_Taylor",-.0003903,.0001586,-.0008072,-.000451,-.0004497
132,62,"US_AJ16","Inertial_Taylor",-.0003562,.0001367,-.0007423,-.0004172,-.0004106
132,63,"US_AJ16","Inertial_Taylor",-.0003251,.0001166,-.0006827,-.0003859,-.0003748
132,64,"US_AJ16","Inertial_Taylor",-.0002968,.0000985,-.000628,-.0003569,-.0003421
132,65,"US_AJ16","Inertial_Taylor",-.000271,.0000822,-.0005778,-.0003302,-.0003123
132,66,"US_AJ16","Inertial_Taylor",-.0002476,.0000677,-.0005318,-.0003055,-.0002851
132,67,"US_AJ16","Inertial_Taylor",-.0002264,.0000549,-.0004897,-.0002826,-.0002605
132,68,"US_AJ16","Inertial_Taylor",-.0002071,.0000437,-.0004511,-.0002615,-.000238
132,69,"US_AJ16","Inertial_Taylor",-.0001896,.000034,-.0004157,-.000242,-.0002177
132,70,"US_AJ16","Inertial_Taylor",-.0001737,.0000257,-.0003832,-.0002239,-.0001992
132,71,"US_AJ16","Inertial_Taylor",-.0001593,.0000186,-.0003535,-.0002072,-.0001824
132,72,"US_AJ16","Inertial_Taylor",-.0001463,.0000127,-.0003263,-.0001918,-.0001672
132,73,"US_AJ16","Inertial_Taylor",-.0001345,7.77e-06,-.0003013,-.0001775,-.0001535
132,74,"US_AJ16","Inertial_Taylor",-.0001237,3.78e-06,-.0002783,-.0001644,-.000141
132,75,"US_AJ16","Inertial_Taylor",-.000114,5.91e-07,-.0002573,-.0001522,-.0001296
132,76,"US_AJ16","Inertial_Taylor",-.0001051,-1.89e-06,-.0002379,-.0001408,-.0001193
132,77,"US_AJ16","Inertial_Taylor",-.0000971,-3.77e-06,-.0002202,-.0001305,-.00011
132,78,"US_AJ16","Inertial_Taylor",-.0000897,-5.13e-06,-.0002038,-.0001208,-.0001015
132,79,"US_AJ16","Inertial_Taylor",-.000083,-6.05e-06,-.0001888,-.0001119,-.0000937
132,80,"US_AJ16","Inertial_Taylor",-.0000769,-6.61e-06,-.0001749,-.0001036,-.0000867
132,81,"US_AJ16","Inertial_Taylor",-.0000713,-6.86e-06,-.0001621,-.000096,-.0000802
132,82,"US_AJ16","Inertial_Taylor",-.0000661,-6.87e-06,-.0001503,-.0000889,-.0000743
132,83,"US_AJ16","Inertial_Taylor",-.0000614,-6.68e-06,-.0001394,-.0000823,-.0000689
132,84,"US_AJ16","Inertial_Taylor",-.0000571,-6.35e-06,-.0001293,-.0000762,-.000064
132,85,"US_AJ16","Inertial_Taylor",-.0000531,-5.91e-06,-.00012,-.0000706,-.0000594
132,86,"US_AJ16","Inertial_Taylor",-.0000494,-5.40e-06,-.0001114,-.0000655,-.0000552
132,87,"US_AJ16","Inertial_Taylor",-.0000459,-4.83e-06,-.0001034,-.0000606,-.0000514
132,88,"US_AJ16","Inertial_Taylor",-.0000428,-4.24e-06,-.000096,-.0000562,-.0000478
132,89,"US_AJ16","Inertial_Taylor",-.0000398,-3.65e-06,-.0000891,-.000052,-.0000445
132,90,"US_AJ16","Inertial_Taylor",-.0000371,-3.07e-06,-.0000828,-.0000482,-.0000414
132,91,"US_AJ16","Inertial_Taylor",-.0000346,-2.50e-06,-.0000768,-.0000446,-.0000386
132,92,"US_AJ16","Inertial_Taylor",-.0000322,-1.97e-06,-.0000713,-.0000413,-.0000359
132,93,"US_AJ16","Inertial_Taylor",-.00003,-1.47e-06,-.0000662,-.0000383,-.0000335
132,94,"US_AJ16","Inertial_Taylor",-.0000279,-1.02e-06,-.0000615,-.0000355,-.0000312
132,95,"US_AJ16","Inertial_Taylor",-.000026,-6.05e-07,-.0000571,-.0000329,-.000029
132,96,"US_AJ16","Inertial_Taylor",-.0000242,-2.38e-07,-.000053,-.0000305,-.000027
132,97,"US_AJ16","Inertial_Taylor",-.0000225,8.26e-08,-.0000492,-.0000282,-.0000252
132,98,"US_AJ16","Inertial_Taylor",-.000021,3.60e-07,-.0000456,-.0000261,-.0000234
132,99,"US_AJ16","Inertial_Taylor",-.0000195,5.94e-07,-.0000423,0,-.0000218
134,1,"US_AJ16","Taylor",.0067342,.0509512,-.971999,-.9767894,.0016836
134,2,"US_AJ16","Taylor",.0047903,.0334941,.0210688,.0186875,.0028811
134,3,"US_AJ16","Taylor",.0023812,.0215829,.0160061,.0152868,.0034764
134,4,"US_AJ16","Taylor",.0007192,.0136948,.0123318,.0125918,.0036563
134,5,"US_AJ16","Taylor",-.00026,.0086998,.0072114,.0079954,.0019077
134,6,"US_AJ16","Taylor",-.000784,.0055112,.0035268,.004557,.0005141
134,7,"US_AJ16","Taylor",-.0010302,.0034963,.00124,.0023568,-.0003387
134,8,"US_AJ16","Taylor",-.0011167,.0021769,-.0001082,.0010065,-.0007977
134,9,"US_AJ16","Taylor",-.0011147,.0013247,-.0008547,.0002129,-.0010114
134,10,"US_AJ16","Taylor",-.0010676,.0007431,-.0012519,-.0002519,-.0010823
134,11,"US_AJ16","Taylor",-.0009999,.0003589,-.0014327,-.0005064,-.0010748
134,12,"US_AJ16","Taylor",-.0009263,.0000859,-.0014978,-.0006438,-.0010271
134,13,"US_AJ16","Taylor",-.000854,-.0000953,-.0014906,-.0007035,-.000962
134,14,"US_AJ16","Taylor",-.0007871,-.0002264,-.0014509,-.0007239,-.0008918
134,15,"US_AJ16","Taylor",-.000727,-.0003097,-.0013903,-.000716,-.0008236
134,16,"US_AJ16","Taylor",-.0006743,-.0003682,-.001325,-.0006966,-.0007606
134,17,"US_AJ16","Taylor",-.0006284,-.0003993,-.001256,-.0006672,-.0007042
134,18,"US_AJ16","Taylor",-.0005888,-.0004171,-.0011905,-.000636,-.0006546
134,19,"US_AJ16","Taylor",-.0005545,-.0004184,-.0011264,-.0006016,-.0006115
134,20,"US_AJ16","Taylor",-.0005248,-.0004125,-.0010674,-.0005685,-.0005741
134,21,"US_AJ16","Taylor",-.0004989,-.0003966,-.0010109,-.0005349,-.0005417
134,22,"US_AJ16","Taylor",-.000476,-.0003771,-.0009589,-.0005034,-.0005135
134,23,"US_AJ16","Taylor",-.0004554,-.000352,-.0009092,-.0004724,-.0004888
134,24,"US_AJ16","Taylor",-.0004368,-.0003258,-.000863,-.0004435,-.0004668
134,25,"US_AJ16","Taylor",-.0004195,-.0002967,-.0008188,-.0004155,-.0004469
134,26,"US_AJ16","Taylor",-.0004033,-.0002681,-.0007772,-.0003894,-.0004288
134,27,"US_AJ16","Taylor",-.0003879,-.0002387,-.0007372,-.0003642,-.0004119
134,28,"US_AJ16","Taylor",-.0003729,-.0002106,-.0006992,-.0003408,-.0003959
134,29,"US_AJ16","Taylor",-.0003583,-.000183,-.0006624,-.0003184,-.0003806
134,30,"US_AJ16","Taylor",-.000344,-.0001574,-.0006274,-.0002975,-.0003658
134,31,"US_AJ16","Taylor",-.0003298,-.0001329,-.0005934,-.0002776,-.0003513
134,32,"US_AJ16","Taylor",-.0003157,-.0001106,-.0005608,-.000259,-.000337
134,33,"US_AJ16","Taylor",-.0003018,-.0000899,-.0005292,-.0002414,-.0003228
134,34,"US_AJ16","Taylor",-.0002879,-.0000715,-.0004989,-.0002249,-.0003088
134,35,"US_AJ16","Taylor",-.0002741,-.0000547,-.0004696,-.0002093,-.0002949
134,36,"US_AJ16","Taylor",-.0002604,-.0000401,-.0004416,-.0001947,-.000281
134,37,"US_AJ16","Taylor",-.0002469,-.0000271,-.0004145,-.0001809,-.0002673
134,38,"US_AJ16","Taylor",-.0002336,-.000016,-.0003886,-.0001681,-.0002537
134,39,"US_AJ16","Taylor",-.0002205,-6.35e-06,-.0003637,-.000156,-.0002403
134,40,"US_AJ16","Taylor",-.0002077,1.65e-06,-.0003399,-.0001447,-.0002272
134,41,"US_AJ16","Taylor",-.0001953,8.34e-06,-.0003172,-.0001341,-.0002143
134,42,"US_AJ16","Taylor",-.0001831,.0000137,-.0002956,-.0001242,-.0002017
134,43,"US_AJ16","Taylor",-.0001714,.000018,-.0002751,-.000115,-.0001894
134,44,"US_AJ16","Taylor",-.0001601,.0000212,-.0002556,-.0001064,-.0001775
134,45,"US_AJ16","Taylor",-.0001493,.0000236,-.0002372,-.0000983,-.000166
134,46,"US_AJ16","Taylor",-.0001389,.0000252,-.0002198,-.0000909,-.0001549
134,47,"US_AJ16","Taylor",-.0001289,.0000261,-.0002034,-.0000839,-.0001443
134,48,"US_AJ16","Taylor",-.0001195,.0000265,-.000188,-.0000774,-.0001341
134,49,"US_AJ16","Taylor",-.0001105,.0000264,-.0001735,-.0000714,-.0001244
134,50,"US_AJ16","Taylor",-.000102,.0000259,-.0001599,-.0000658,-.0001152
134,51,"US_AJ16","Taylor",-.0000941,.0000251,-.0001473,-.0000607,-.0001065
134,52,"US_AJ16","Taylor",-.0000866,.000024,-.0001354,-.0000559,-.0000983
134,53,"US_AJ16","Taylor",-.0000795,.0000228,-.0001244,-.0000514,-.0000906
134,54,"US_AJ16","Taylor",-.000073,.0000214,-.0001142,-.0000473,-.0000833
134,55,"US_AJ16","Taylor",-.0000669,.0000199,-.0001048,-.0000436,-.0000765
134,56,"US_AJ16","Taylor",-.0000612,.0000184,-.000096,-.0000401,-.0000701
134,57,"US_AJ16","Taylor",-.0000559,.0000169,-.0000879,-.0000369,-.0000642
134,58,"US_AJ16","Taylor",-.000051,.0000154,-.0000804,-.0000339,-.0000587
134,59,"US_AJ16","Taylor",-.0000465,.0000139,-.0000735,-.0000311,-.0000537
134,60,"US_AJ16","Taylor",-.0000424,.0000125,-.0000672,-.0000286,-.000049
134,61,"US_AJ16","Taylor",-.0000386,.0000111,-.0000614,-.0000263,-.0000446
134,62,"US_AJ16","Taylor",-.0000351,9.83e-06,-.000056,-.0000241,-.0000406
134,63,"US_AJ16","Taylor",-.0000319,8.62e-06,-.0000511,-.0000221,-.000037
134,64,"US_AJ16","Taylor",-.000029,7.50e-06,-.0000467,-.0000204,-.0000336
134,65,"US_AJ16","Taylor",-.0000263,6.47e-06,-.0000426,-.0000187,-.0000305
134,66,"US_AJ16","Taylor",-.0000239,5.53e-06,-.0000389,-.0000172,-.0000277
134,67,"US_AJ16","Taylor",-.0000217,4.68e-06,-.0000355,-.0000158,-.0000252
134,68,"US_AJ16","Taylor",-.0000197,3.91e-06,-.0000323,-.0000145,-.0000229
134,69,"US_AJ16","Taylor",-.0000178,3.23e-06,-.0000295,-.0000133,-.0000208
134,70,"US_AJ16","Taylor",-.0000162,2.62e-06,-.000027,-.0000123,-.0000188
134,71,"US_AJ16","Taylor",-.0000147,2.09e-06,-.0000246,-.0000112,-.0000171
134,72,"US_AJ16","Taylor",-.0000134,1.62e-06,-.0000225,-.0000104,-.0000155
134,73,"US_AJ16","Taylor",-.0000121,1.22e-06,-.0000205,-9.40e-06,-.0000141
134,74,"US_AJ16","Taylor",-.0000111,8.82e-07,-.0000188,-8.70e-06,-.0000128
134,75,"US_AJ16","Taylor",-.0000101,5.93e-07,-.0000172,-8.03e-06,-.0000117
134,76,"US_AJ16","Taylor",-9.17e-06,3.52e-07,-.0000157,-7.34e-06,-.0000106
134,77,"US_AJ16","Taylor",-8.36e-06,1.54e-07,-.0000144,-6.77e-06,-9.66e-06
134,78,"US_AJ16","Taylor",-7.63e-06,-6.59e-09,-.0000132,-6.23e-06,-8.80e-06
134,79,"US_AJ16","Taylor",-6.97e-06,-1.34e-07,-.0000121,-5.72e-06,-8.03e-06
134,80,"US_AJ16","Taylor",-6.38e-06,-2.32e-07,-.0000111,-5.26e-06,-7.34e-06
134,81,"US_AJ16","Taylor",-5.84e-06,-3.05e-07,-.0000102,-4.84e-06,-6.71e-06
134,82,"US_AJ16","Taylor",-5.36e-06,-3.57e-07,-9.38e-06,-4.46e-06,-6.14e-06
134,83,"US_AJ16","Taylor",-4.92e-06,-3.90e-07,-8.63e-06,-4.11e-06,-5.62e-06
134,84,"US_AJ16","Taylor",-4.52e-06,-4.08e-07,-7.94e-06,-3.78e-06,-5.16e-06
134,85,"US_AJ16","Taylor",-4.16e-06,-4.14e-07,-7.31e-06,-3.48e-06,-4.74e-06
134,86,"US_AJ16","Taylor",-3.83e-06,-4.10e-07,-6.74e-06,-3.21e-06,-4.35e-06
134,87,"US_AJ16","Taylor",-3.53e-06,-3.98e-07,-6.21e-06,-2.95e-06,-4.01e-06
134,88,"US_AJ16","Taylor",-3.26e-06,-3.79e-07,-5.73e-06,-2.72e-06,-3.69e-06
