0.7907100442045396,0,0
0.7024581722981075,-0.0009487833674264692,0.0004088262268863955
0.4963305248821531,-0.002763311638632478,0.0006415956105631746
0.332733965478198,-0.004184116846820238,0.0007639537244420905
0.1928406271229755,-0.005215227146329385,0.0008115097977054039
0.07771459440591566,-0.005829252503295045,0.000748519037071435
-0.01550127892474513,-0.006114178834222952,0.0005696014946662979
-0.0915758237049201,-0.006146082197914135,0.0002953607599661515
-0.1513382603833359,-0.005991384362265798,-4.988487574001918e-05
-0.1959644356800136,-0.005701806399404851,-0.0004396985869068212
-0.2268553802918372,-0.00531892778426735,-0.0008506380861058038
-0.2452097557573404,-0.004874720763309541,-0.001263445591600991
-0.2522992494389177,-0.004394467327858989,-0.001663099563111326
-0.2495695104354941,-0.003898946695140136,-0.002038791466478574
-0.2385574631716104,-0.003405742086098316,-0.002383152958541846
-0.2208718751315821,-0.002929778902387915,-0.002691504941494599
-0.1981284320033168,-0.002483515638112911,-0.002961311546673325
-0.1718882487567832,-0.002076946760941017,-0.003191739987780304
-0.1436084250479687,-0.0017175851187408,-0.003383323228354321
-0.1146051964492239,-0.001410489149394732,-0.003537699049534222
